x_value,total_1,total_2 
17253,17900,9187
17254,17905,9182
17255,17902,9178
17256,17910,9181
17257,17907,9183
17258,17908,9188
17259,17916,9185
17260,17917,9190
17261,17920,9187
17262,17923,9183
17263,17917,9182
17264,17922,9186
17265,17927,9185
17266,17934,9181
17267,17931,9187
17268,17926,9193
17269,17934,9192
17270,17942,9194
17271,17936,9193
17272,17937,9193
17273,17939,9198
17274,17937,9199
17275,17936,9195
17276,17936,9198
17277,17932,9193
17278,17926,9192
17279,17925,9194
17280,17922,9199
17281,17916,9200
17282,17915,9195
17283,17916,9194
17284,17923,9198
17285,17928,9194
17286,17928,9200
17287,17925,9198
17288,17921,9203
17289,17915,9204
17290,17913,9208
17291,17919,9213
17292,17915,9217
17293,17920,9220
17294,17920,9226
17295,17926,9221
17296,17931,9218
17297,17935,9221
17298,17934,9227
17299,17933,9232
17300,17938,9238
17301,17942,9241
17302,17948,9241
17303,17944,9247
17304,17947,9249
17305,17944,9252
17306,17944,9254
17307,17945,9250
17308,17940,9246
17309,17936,9244
17310,17934,9240
17311,17938,9245
17312,17943,9244
17313,17943,9246
17314,17950,9249
17315,17953,9247
17316,17948,9251
17317,17950,9250
17318,17958,9247
17319,17953,9242
17320,17960,9241
17321,17960,9242
17322,17958,9241
17323,17963,9242
17324,17957,9248
17325,17958,9252
17326,17966,9255
17327,17968,9261
17328,17976,9263
17329,17982,9264
17330,17985,9263
17331,17991,9263
17332,17985,9268
17333,17980,9274
17334,17988,9280
17335,17990,9284
17336,17997,9285
17337,17996,9280
17338,17999,9276
17339,18006,9281
17340,18004,9277
17341,18003,9274
17342,18002,9277
17343,18010,9279
17344,18009,9285
17345,18014,9281
17346,18016,9287
17347,18010,9289
17348,18007,9295
17349,18013,9297
17350,18008,9303
17351,18002,9299
17352,18003,9302
17353,18008,9303
17354,18007,9302
17355,18011,9297
17356,18016,9297
17357,18017,9298
17358,18013,9297
17359,18009,9294
17360,18017,9299
17361,18014,9296
17362,18022,9302
17363,18028,9303
17364,18035,9299
17365,18036,9297
17366,18039,9296
17367,18045,9301
17368,18047,9302
17369,18052,9301
17370,18055,9301
17371,18054,9304
17372,18056,9305
17373,18061,9303
17374,18059,9307
17375,18067,9307
17376,18064,9305
17377,18064,9301
17378,18069,9302
17379,18067,9300
17380,18065,9305
17381,18073,9311
17382,18072,9312
17383,18076,9313
17384,18075,9313
17385,18072,9319
17386,18077,9314
17387,18071,9314
17388,18078,9320
17389,18079,9322
17390,18084,9328
17391,18089,9331
17392,18094,9327
17393,18102,9327
17394,18110,9327
17395,18118,9328
17396,18114,9333
17397,18113,9334
17398,18111,9334
17399,18113,9339
17400,18120,9340
17401,18120,9339
17402,18123,9342
17403,18128,9337
17404,18133,9335
17405,18131,9338
17406,18129,9341
17407,18125,9341
17408,18120,9341
17409,18122,9346
17410,18121,9343
17411,18128,9343
17412,18134,9343
17413,18137,9343
17414,18135,9341
17415,18130,9343
17416,18137,9349
17417,18136,9344
17418,18138,9340
17419,18140,9338
17420,18134,9337
17421,18141,9332
17422,18137,9332
17423,18136,9329
17424,18142,9334
17425,18141,9329
17426,18145,9329
17427,18141,9329
17428,18141,9329
17429,18139,9333
17430,18139,9330
17431,18133,9325
17432,18141,9331
17433,18142,9329
17434,18150,9331
17435,18156,9336
17436,18155,9332
17437,18156,9335
17438,18153,9336
17439,18158,9339
17440,18159,9344
17441,18165,9342
17442,18173,9341
17443,18176,9336
17444,18178,9331
17445,18182,9330
17446,18183,9333
17447,18185,9337
17448,18179,9340
17449,18180,9342
17450,18188,9347
17451,18185,9343
17452,18181,9344
17453,18188,9350
17454,18192,9347
17455,18196,9344
17456,18204,9340
17457,18211,9344
17458,18215,9341
17459,18221,9341
17460,18219,9345
17461,18221,9344
17462,18225,9348
17463,18222,9349
17464,18219,9350
17465,18217,9346
17466,18216,9350
17467,18219,9355
17468,18217,9352
17469,18212,9353
17470,18206,9349
17471,18208,9352
17472,18210,9354
17473,18204,9350
17474,18201,9349
17475,18207,9353
17476,18211,9348
17477,18212,9348
17478,18215,9350
17479,18218,9349
17480,18219,9351
17481,18214,9353
17482,18219,9349
17483,18218,9353
17484,18214,9350
17485,18218,9348
17486,18212,9350
17487,18216,9356
17488,18217,9361
17489,18216,9366
17490,18217,9367
17491,18214,9371
17492,18218,9367
17493,18219,9363
17494,18225,9362
17495,18224,9362
17496,18218,9357
17497,18217,9353
17498,18224,9349
17499,18232,9344
17500,18238,9346
17501,18237,9349
17502,18240,9354
17503,18246,9359
17504,18242,9359
17505,18241,9359
17506,18244,9359
17507,18252,9356
17508,18255,9361
17509,18256,9357
17510,18251,9355
17511,18247,9352
17512,18254,9349
17513,18248,9352
17514,18251,9357
17515,18257,9363
17516,18251,9359
17517,18248,9361
17518,18249,9366
17519,18247,9362
17520,18255,9357
17521,18252,9361
17522,18259,9364
17523,18259,9362
17524,18265,9363
17525,18267,9369
17526,18268,9367
17527,18271,9363
17528,18279,9362
17529,18277,9357
17530,18281,9356
17531,18286,9357
17532,18283,9360
17533,18280,9365
17534,18278,9361
17535,18272,9366
17536,18275,9371
17537,18275,9375
17538,18271,9373
17539,18274,9377
17540,18282,9381
17541,18280,9382
17542,18278,9382
17543,18273,9377
17544,18280,9379
17545,18278,9381
17546,18273,9378
17547,18273,9375
17548,18277,9372
17549,18275,9368
17550,18274,9369
17551,18276,9375
17552,18283,9372
17553,18283,9367
17554,18289,9373
17555,18291,9375
17556,18294,9380
17557,18295,9379
17558,18290,9381
17559,18289,9380
17560,18287,9379
17561,18281,9379
17562,18281,9379
17563,18289,9385
17564,18295,9387
17565,18292,9391
17566,18287,9395
17567,18290,9391
17568,18295,9390
17569,18290,9392
17570,18286,9398
17571,18293,9404
17572,18297,9406
17573,18297,9407
17574,18303,9402
17575,18306,9400
17576,18313,9401
17577,18310,9402
17578,18313,9408
17579,18316,9411
17580,18314,9414
17581,18309,9409
17582,18311,9404
17583,18310,9403
17584,18313,9400
17585,18318,9400
17586,18323,9395
17587,18317,9398
17588,18312,9394
17589,18313,9389
17590,18319,9394
17591,18324,9393
17592,18321,9388
17593,18316,9391
17594,18323,9390
17595,18319,9393
17596,18324,9396
17597,18325,9402
17598,18323,9397
17599,18327,9394
17600,18329,9390
17601,18330,9388
17602,18327,9388
17603,18333,9386
17604,18332,9382
17605,18328,9377
17606,18328,9382
17607,18329,9379
17608,18327,9378
17609,18321,9377
17610,18315,9374
17611,18310,9380
17612,18310,9382
17613,18315,9384
17614,18317,9381
17615,18318,9379
17616,18317,9377
17617,18320,9382
17618,18323,9385
17619,18325,9381
17620,18326,9387
17621,18324,9383
17622,18322,9385
17623,18317,9382
17624,18311,9388
17625,18319,9385
17626,18324,9382
17627,18329,9388
17628,18329,9384
17629,18332,9386
17630,18337,9387
17631,18340,9392
17632,18344,9390
17633,18351,9395
17634,18357,9401
17635,18364,9405
17636,18364,9406
17637,18365,9408
17638,18364,9410
17639,18370,9416
17640,18367,9414
17641,18362,9414
17642,18359,9414
17643,18356,9418
17644,18356,9424
17645,18354,9427
17646,18358,9427
17647,18356,9431
17648,18353,9426
17649,18349,9424
17650,18354,9421
17651,18353,9425
17652,18357,9426
17653,18354,9430
17654,18351,9425
17655,18354,9426
17656,18351,9428
17657,18351,9429
17658,18358,9429
17659,18353,9425
17660,18355,9423
17661,18362,9426
17662,18357,9430
17663,18363,9432
17664,18359,9436
17665,18359,9442
17666,18362,9437
17667,18357,9435
17668,18351,9433
17669,18351,9434
17670,18345,9433
17671,18344,9429
17672,18350,9434
17673,18358,9440
17674,18366,9439
17675,18369,9442
17676,18371,9437
17677,18371,9432
17678,18376,9428
17679,18371,9428
17680,18367,9434
17681,18361,9433
17682,18359,9436
17683,18365,9440
17684,18373,9446
17685,18369,9449
17686,18365,9445
17687,18370,9451
17688,18365,9457
17689,18364,9456
17690,18360,9452
17691,18359,9458
17692,18363,9459
17693,18370,9461
17694,18374,9466
17695,18382,9464
17696,18387,9465
17697,18392,9471
17698,18392,9473
17699,18393,9468
17700,18394,9473
17701,18390,9473
17702,18386,9472
17703,18388,9477
17704,18394,9476
17705,18398,9479
17706,18399,9476
17707,18403,9473
17708,18405,9478
17709,18410,9475
17710,18408,9481
17711,18409,9479
17712,18409,9480
17713,18405,9477
17714,18407,9473
17715,18402,9473
17716,18406,9474
17717,18402,9469
17718,18398,9471
17719,18401,9470
17720,18395,9476
17721,18391,9482
17722,18386,9486
17723,18381,9481
17724,18379,9485
17725,18373,9485
17726,18373,9487
17727,18368,9487
17728,18371,9489
17729,18377,9487
17730,18373,9483
17731,18380,9480
17732,18376,9477
17733,18384,9483
17734,18391,9486
17735,18397,9492
17736,18393,9493
17737,18389,9496
17738,18388,9501
17739,18389,9499
17740,18397,9504
17741,18398,9502
17742,18396,9505
17743,18402,9504
17744,18402,9506
17745,18409,9501
17746,18410,9497
17747,18411,9494
17748,18409,9489
17749,18405,9492
17750,18401,9492
17751,18404,9490
17752,18405,9488
17753,18405,9486
17754,18413,9486
17755,18415,9489
17756,18415,9484
17757,18414,9480
17758,18410,9479
17759,18404,9478
17760,18400,9482
17761,18395,9478
17762,18402,9483
17763,18401,9487
17764,18398,9493
17765,18398,9497
17766,18404,9498
17767,18399,9496
17768,18402,9494
17769,18406,9494
17770,18408,9494
17771,18416,9492
17772,18417,9488
17773,18413,9489
17774,18411,9491
17775,18410,9496
17776,18411,9500
17777,18406,9505
17778,18402,9510
17779,18398,9507
17780,18397,9512
17781,18405,9511
17782,18408,9511
17783,18407,9507
17784,18405,9506
17785,18399,9508
17786,18405,9508
17787,18407,9512
17788,18410,9513
17789,18416,9513
17790,18421,9510
17791,18416,9509
17792,18415,9504
17793,18415,9505
17794,18413,9503
17795,18409,9509
17796,18408,9506
17797,18416,9504
17798,18418,9499
17799,18426,9496
17800,18423,9496
17801,18419,9501
17802,18418,9500
17803,18412,9503
17804,18419,9504
17805,18419,9504
17806,18413,9509
17807,18411,9513
17808,18405,9515
17809,18405,9510
17810,18401,9516
17811,18402,9515
17812,18396,9511
17813,18396,9513
17814,18397,9515
17815,18392,9510
17816,18386,9513
17817,18389,9519
17818,18394,9519
17819,18396,9523
17820,18403,9520
17821,18411,9517
17822,18413,9519
17823,18411,9525
17824,18415,9522
17825,18417,9520
17826,18416,9519
17827,18410,9525
17828,18409,9520
17829,18417,9526
17830,18424,9524
17831,18418,9530
17832,18414,9532
17833,18414,9534
17834,18420,9533
17835,18418,9537
17836,18424,9541
17837,18418,9538
17838,18415,9534
17839,18419,9531
17840,18423,9536
17841,18427,9536
17842,18423,9535
17843,18425,9535
17844,18424,9534
17845,18423,9536
17846,18419,9535
17847,18421,9531
17848,18424,9530
17849,18419,9535
17850,18413,9533
17851,18409,9533
17852,18417,9528
17853,18418,9530
17854,18418,9529
17855,18420,9534
17856,18427,9533
17857,18428,9528
17858,18428,9523
17859,18426,9519
17860,18420,9525
17861,18421,9526
17862,18415,9530
17863,18415,9527
17864,18413,9524
17865,18413,9525
17866,18408,9529
17867,18412,9533
17868,18413,9532
17869,18417,9535
17870,18415,9536
17871,18410,9535
17872,18405,9531
17873,18413,9537
17874,18421,9536
17875,18418,9537
17876,18414,9535
17877,18418,9531
17878,18412,9529
17879,18415,9526
17880,18415,9524
17881,18420,9520
17882,18425,9523
17883,18430,9524
17884,18428,9524
17885,18431,9527
17886,18432,9522
17887,18431,9527
17888,18432,9530
17889,18427,9530
17890,18433,9536
17891,18433,9534
17892,18431,9532
17893,18439,9532
17894,18438,9534
17895,18438,9536
17896,18432,9539
17897,18436,9543
17898,18439,9542
17899,18436,9547
17900,18439,9553
17901,18438,9556
17902,18436,9561
17903,18439,9556
17904,18442,9551
17905,18448,9549
17906,18454,9551
17907,18450,9551
17908,18449,9554
17909,18452,9550
17910,18460,9556
17911,18467,9555
17912,18472,9553
17913,18474,9548
17914,18476,9552
17915,18474,9553
17916,18481,9557
17917,18476,9554
17918,18471,9559
17919,18470,9554
17920,18467,9559
17921,18474,9559
17922,18476,9562
17923,18482,9558
17924,18482,9560
17925,18480,9561
17926,18480,9564
17927,18474,9564
17928,18482,9566
17929,18488,9563
17930,18490,9567
17931,18494,9566
17932,18489,9561
17933,18495,9566
17934,18503,9571
17935,18503,9567
17936,18502,9566
17937,18505,9563
17938,18508,9558
17939,18508,9560
17940,18514,9566
17941,18516,9563
17942,18522,9561
17943,18530,9565
17944,18524,9566
17945,18518,9565
17946,18524,9564
17947,18531,9570
17948,18525,9575
17949,18532,9571
17950,18533,9577
17951,18534,9574
17952,18540,9579
17953,18540,9579
17954,18544,9583
17955,18539,9585
17956,18537,9581
17957,18535,9576
17958,18538,9581
17959,18533,9583
17960,18527,9581
17961,18533,9577
17962,18532,9578
17963,18533,9580
17964,18536,9575
17965,18534,9578
17966,18540,9576
17967,18537,9576
17968,18531,9580
17969,18534,9579
17970,18539,9581
17971,18543,9579
17972,18542,9574
17973,18550,9579
17974,18549,9581
17975,18550,9585
17976,18546,9589
17977,18552,9584
17978,18557,9588
17979,18555,9583
17980,18549,9586
17981,18548,9587
17982,18543,9585
17983,18549,9589
17984,18556,9589
17985,18560,9587
17986,18563,9582
17987,18563,9586
17988,18568,9585
17989,18576,9589
17990,18574,9588
17991,18576,9588
17992,18571,9585
17993,18568,9584
17994,18572,9587
17995,18568,9586
17996,18568,9585
17997,18562,9587
17998,18567,9583
17999,18568,9586
18000,18576,9585
18001,18578,9586
18002,18572,9586
18003,18570,9584
18004,18577,9589
18005,18581,9586
18006,18586,9586
18007,18590,9590
18008,18589,9594
18009,18592,9599
18010,18595,9601
18011,18589,9607
18012,18596,9604
18013,18601,9605
18014,18602,9608
18015,18598,9604
18016,18596,9601
18017,18595,9599
18018,18598,9594
18019,18592,9599
18020,18590,9604
18021,18586,9601
18022,18586,9607
18023,18592,9610
18024,18599,9607
18025,18602,9605
18026,18608,9611
18027,18615,9608
18028,18610,9603
18029,18616,9606
18030,18614,9602
18031,18620,9602
18032,18624,9604
18033,18621,9605
18034,18619,9601
18035,18622,9598
18036,18620,9604
18037,18620,9604
18038,18618,9600
18039,18618,9599
18040,18619,9603
18041,18619,9609
18042,18626,9610
18043,18622,9605
18044,18626,9608
18045,18623,9606
18046,18628,9609
18047,18623,9610
18048,18629,9614
18049,18628,9617
18050,18629,9621
18051,18626,9624
18052,18633,9619
18053,18631,9622
18054,18632,9619
18055,18634,9623
18056,18633,9622
18057,18641,9621
18058,18642,9625
18059,18638,9626
18060,18635,9629
18061,18631,9635
18062,18634,9634
18063,18630,9634
18064,18632,9640
18065,18627,9636
18066,18634,9636
18067,18641,9636
18068,18637,9637
18069,18634,9641
18070,18641,9642
18071,18635,9647
18072,18639,9652
18073,18639,9649
18074,18638,9651
18075,18638,9656
18076,18637,9655
18077,18632,9659
18078,18636,9660
18079,18639,9665
18080,18636,9669
18081,18632,9668
18082,18636,9671
18083,18634,9670
18084,18631,9670
18085,18628,9666
18086,18624,9667
18087,18626,9670
18088,18623,9671
18089,18617,9676
18090,18617,9678
18091,18620,9678
18092,18624,9676
18093,18631,9682
18094,18628,9688
18095,18623,9692
18096,18624,9696
18097,18623,9702
18098,18617,9707
18099,18611,9710
18100,18618,9710
18101,18624,9713
18102,18621,9711
18103,18629,9713
18104,18628,9714
18105,18632,9715
18106,18638,9711
18107,18641,9706
18108,18637,9711
18109,18634,9712
18110,18629,9712
18111,18637,9710
18112,18637,9707
18113,18640,9705
18114,18648,9703
18115,18651,9701
18116,18647,9703
18117,18646,9699
18118,18646,9705
18119,18649,9708
18120,18655,9712
18121,18660,9711
18122,18665,9714
18123,18667,9720
18124,18671,9719
18125,18674,9716
18126,18680,9713
18127,18687,9708
18128,18694,9706
18129,18689,9710
18130,18696,9705
18131,18701,9711
18132,18696,9713
18133,18701,9711
18134,18704,9715
18135,18710,9720
18136,18712,9718
18137,18706,9714
18138,18707,9720
18139,18702,9717
18140,18705,9723
18141,18708,9729
18142,18703,9731
18143,18704,9727
18144,18709,9725
18145,18707,9724
18146,18707,9726
18147,18711,9725
18148,18709,9725
18149,18712,9724
18150,18707,9723
18151,18712,9729
18152,18713,9726
18153,18712,9729
18154,18717,9726
18155,18715,9724
18156,18721,9726
18157,18721,9722
18158,18729,9718
18159,18733,9717
18160,18731,9721
18161,18737,9726
18162,18733,9724
18163,18732,9724
18164,18735,9722
18165,18733,9727
18166,18737,9726
18167,18738,9725
18168,18735,9721
18169,18732,9724
18170,18735,9725
18171,18735,9725
18172,18736,9730
18173,18738,9736
18174,18735,9740
18175,18735,9746
18176,18732,9749
18177,18736,9745
18178,18732,9744
18179,18733,9743
18180,18734,9742
18181,18728,9740
18182,18735,9735
18183,18739,9739
18184,18741,9744
18185,18747,9741
18186,18751,9743
18187,18747,9746
18188,18755,9742
18189,18757,9742
18190,18762,9740
18191,18758,9736
18192,18760,9734
18193,18766,9733
18194,18767,9736
18195,18772,9738
18196,18775,9739
18197,18769,9735
18198,18773,9738
18199,18772,9738
18200,18773,9734
18201,18767,9737
18202,18772,9738
18203,18774,9734
18204,18777,9736
18205,18775,9740
18206,18777,9743
18207,18783,9749
18208,18779,9754
18209,18782,9750
18210,18781,9748
18211,18785,9746
18212,18788,9752
18213,18789,9758
18214,18787,9758
18215,18791,9762
18216,18796,9764
18217,18794,9770
18218,18798,9771
18219,18804,9772
18220,18806,9775
18221,18806,9772
18222,18813,9769
18223,18811,9769
18224,18811,9765
18225,18808,9764
18226,18808,9764
18227,18803,9761
18228,18805,9764
18229,18806,9763
18230,18801,9763
18231,18801,9760
18232,18807,9763
18233,18814,9769
18234,18810,9770
18235,18805,9772
18236,18811,9774
18237,18818,9771
18238,18822,9774
18239,18824,9769
18240,18832,9766
18241,18826,9772
18242,18827,9770
18243,18829,9774
18244,18831,9775
18245,18832,9781
18246,18826,9785
18247,18828,9789
18248,18833,9788
18249,18839,9787
18250,18838,9782
18251,18833,9777
18252,18841,9778
18253,18844,9775
18254,18845,9777
18255,18845,9776
18256,18839,9771
18257,18839,9776
18258,18841,9771
18259,18840,9771
18260,18834,9768
18261,18834,9763
18262,18830,9762
18263,18829,9761
18264,18836,9765
18265,18832,9765
18266,18836,9765
18267,18844,9762
18268,18843,9764
18269,18845,9768
18270,18847,9768
18271,18847,9764
18272,18851,9764
18273,18854,9767
18274,18854,9769
18275,18848,9772
18276,18855,9769
18277,18849,9770
18278,18853,9772
18279,18850,9777
18280,18847,9777
18281,18850,9781
18282,18846,9782
18283,18849,9779
18284,18850,9783
18285,18854,9781
18286,18848,9779
18287,18843,9777
18288,18843,9779
18289,18850,9778
18290,18855,9780
18291,18862,9778
18292,18869,9774
18293,18865,9780
18294,18862,9786
18295,18868,9790
18296,18875,9789
18297,18877,9791
18298,18876,9791
18299,18876,9795
18300,18873,9796
18301,18878,9799
18302,18876,9797
18303,18872,9803
18304,18867,9802
18305,18861,9802
18306,18865,9806
18307,18859,9804
18308,18866,9801
18309,18867,9807
18310,18874,9806
18311,18870,9807
18312,18877,9808
18313,18881,9814
18314,18882,9819
18315,18878,9825
18316,18879,9820
18317,18878,9821
18318,18886,9826
18319,18888,9825
18320,18886,9824
18321,18882,9824
18322,18884,9819
18323,18881,9823
18324,18885,9827
18325,18887,9829
18326,18888,9824
18327,18887,9824
18328,18885,9820
18329,18880,9817
18330,18878,9821
18331,18872,9823
18332,18877,9823
18333,18877,9826
18334,18884,9823
18335,18885,9818
18336,18892,9818
18337,18889,9813
18338,18890,9810
18339,18889,9816
18340,18891,9814
18341,18890,9819
18342,18889,9814
18343,18889,9815
18344,18889,9816
18345,18896,9818
18346,18904,9817
18347,18909,9821
18348,18907,9818
18349,18907,9814
18350,18910,9815
18351,18915,9813
18352,18912,9811
18353,18913,9817
18354,18910,9820
18355,18909,9819
18356,18907,9823
18357,18902,9826
18358,18903,9824
18359,18900,9830
18360,18905,9827
18361,18902,9833
18362,18907,9833
18363,18907,9828
18364,18904,9829
18365,18909,9827
18366,18911,9832
18367,18915,9831
18368,18912,9830
18369,18916,9832
18370,18921,9836
18371,18924,9842
18372,18920,9847
18373,18920,9843
18374,18921,9849
18375,18915,9847
18376,18913,9842
18377,18917,9840
18378,18919,9843
18379,18916,9847
18380,18923,9846
18381,18918,9847
18382,18913,9848
18383,18911,9846
18384,18914,9842
18385,18914,9842
18386,18919,9847
18387,18919,9847
18388,18913,9852
18389,18912,9849
18390,18911,9851
18391,18911,9857
18392,18915,9858
18393,18918,9863
18394,18923,9862
18395,18918,9864
18396,18913,9862
18397,18909,9858
18398,18913,9854
18399,18920,9852
18400,18918,9855
18401,18924,9858
18402,18929,9860
18403,18924,9861
18404,18921,9860
18405,18924,9859
18406,18926,9861
18407,18931,9856
18408,18926,9860
18409,18928,9866
18410,18933,9864
18411,18933,9865
18412,18931,9862
18413,18935,9866
18414,18935,9870
18415,18935,9873
18416,18932,9869
18417,18938,9869
18418,18941,9868
18419,18938,9866
18420,18944,9861
18421,18942,9862
18422,18950,9867
18423,18947,9870
18424,18944,9865
18425,18946,9866
18426,18950,9861
18427,18954,9866
18428,18962,9867
18429,18962,9869
18430,18959,9869
18431,18956,9864
18432,18959,9861
18433,18962,9864
18434,18959,9870
18435,18965,9868
18436,18963,9866
18437,18967,9869
18438,18970,9871
18439,18975,9876
18440,18977,9876
18441,18979,9882
18442,18977,9878
18443,18973,9880
18444,18969,9883
18445,18971,9882
18446,18967,9887
18447,18967,9883
18448,18972,9884
18449,18978,9885
18450,18974,9885
18451,18969,9883
18452,18976,9886
18453,18978,9884
18454,18973,9886
18455,18981,9891
18456,18988,9887
18457,18988,9890
18458,18993,9885
18459,18991,9887
18460,18991,9884
18461,18997,9890
18462,19000,9894
18463,19003,9899
18464,19011,9901
18465,19009,9903
18466,19004,9902
18467,19004,9902
18468,19006,9898
18469,19013,9896
18470,19017,9893
18471,19024,9893
18472,19032,9894
18473,19033,9889
18474,19038,9887
18475,19034,9885
18476,19040,9883
18477,19034,9883
18478,19028,9887
18479,19030,9890
18480,19037,9885
18481,19032,9883
18482,19027,9884
18483,19031,9882
18484,19039,9877
18485,19040,9881
18486,19043,9876
18487,19037,9871
18488,19041,9870
18489,19041,9873
18490,19039,9869
18491,19044,9874
18492,19051,9873
18493,19047,9870
18494,19042,9869
18495,19045,9869
18496,19052,9873
18497,19059,9879
18498,19056,9875
18499,19050,9874
18500,19055,9872
18501,19058,9878
18502,19064,9884
18503,19059,9882
18504,19061,9881
18505,19058,9878
18506,19053,9882
18507,19054,9877
18508,19060,9875
18509,19057,9873
18510,19059,9868
18511,19057,9869
18512,19052,9872
18513,19049,9875
18514,19056,9877
18515,19064,9882
18516,19064,9886
18517,19064,9892
18518,19067,9898
18519,19062,9898
18520,19069,9903
18521,19075,9898
18522,19073,9893
18523,19068,9891
18524,19065,9891
18525,19070,9894
18526,19067,9894
18527,19071,9895
18528,19069,9890
18529,19067,9888
18530,19070,9887
18531,19075,9888
18532,19079,9887
18533,19073,9890
18534,19080,9889
18535,19075,9895
18536,19070,9896
18537,19070,9901
18538,19067,9903
18539,19067,9908
18540,19074,9910
18541,19081,9913
18542,19075,9914
18543,19079,9916
18544,19081,9913
18545,19075,9912
18546,19070,9912
18547,19078,9910
18548,19080,9915
18549,19087,9920
18550,19090,9915
18551,19096,9911
18552,19102,9914
18553,19101,9911
18554,19095,9910
18555,19097,9905
18556,19097,9906
18557,19105,9906
18558,19111,9905
18559,19109,9900
18560,19103,9903
18561,19103,9909
18562,19105,9911
18563,19105,9907
18564,19112,9911
18565,19109,9913
18566,19106,9916
18567,19107,9915
18568,19112,9920
18569,19109,9918
18570,19114,9923
18571,19114,9922
18572,19121,9921
18573,19125,9927
18574,19132,9931
18575,19130,9933
18576,19124,9935
18577,19130,9939
18578,19128,9945
18579,19131,9941
18580,19133,9944
18581,19130,9942
18582,19138,9938
18583,19136,9942
18584,19135,9941
18585,19132,9937
18586,19138,9938
18587,19143,9938
18588,19149,9933
18589,19156,9930
18590,19155,9927
18591,19152,9922
18592,19150,9921
18593,19146,9921
18594,19151,9925
18595,19154,9921
18596,19157,9921
18597,19164,9919
18598,19172,9915
18599,19172,9919
18600,19178,9919
18601,19180,9918
18602,19185,9919
18603,19180,9916
18604,19178,9912
18605,19176,9911
18606,19173,9917
18607,19167,9918
18608,19162,9913
18609,19159,9917
18610,19164,9915
18611,19172,9913
18612,19174,9911
18613,19171,9912
18614,19169,9916
18615,19174,9920
18616,19178,9919
18617,19173,9921
18618,19177,9918
18619,19180,9923
18620,19184,9920
18621,19183,9923
18622,19181,9921
18623,19186,9918
18624,19185,9914
18625,19184,9916
18626,19191,9921
18627,19194,9923
18628,19195,9926
18629,19189,9922
18630,19187,9923
18631,19190,9921
18632,19192,9920
18633,19194,9923
18634,19190,9921
18635,19189,9922
18636,19193,9920
18637,19187,9924
18638,19194,9920
18639,19198,9918
18640,19193,9919
18641,19195,9914
18642,19194,9914
18643,19191,9916
18644,19191,9920
18645,19185,9919
18646,19193,9914
18647,19200,9916
18648,19207,9913
18649,19209,9915
18650,19217,9917
18651,19215,9913
18652,19222,9914
18653,19228,9918
18654,19234,9919
18655,19241,9924
18656,19235,9929
18657,19230,9932
18658,19226,9929
18659,19233,9928
18660,19237,9927
18661,19240,9928
18662,19240,9923
18663,19238,9922
18664,19244,9917
18665,19245,9922
18666,19244,9922
18667,19240,9925
18668,19245,9920
18669,19243,9920
18670,19241,9921
18671,19235,9916
18672,19238,9918
18673,19239,9917
18674,19242,9914
18675,19247,9917
18676,19253,9923
18677,19251,9923
18678,19252,9922
18679,19253,9917
18680,19254,9921
18681,19253,9925
18682,19257,9930
18683,19263,9925
18684,19263,9927
18685,19266,9927
18686,19261,9931
18687,19257,9936
18688,19257,9942
18689,19263,9943
18690,19265,9940
18691,19261,9942
18692,19268,9946
18693,19276,9945
18694,19270,9948
18695,19265,9950
18696,19271,9955
18697,19273,9952
18698,19277,9953
18699,19283,9955
18700,19277,9961
18701,19284,9961
18702,19285,9965
18703,19279,9964
18704,19275,9963
18705,19273,9965
18706,19279,9968
18707,19276,9963
18708,19280,9959
18709,19283,9956
18710,19291,9957
18711,19290,9956
18712,19288,9951
18713,19288,9946
18714,19282,9942
18715,19277,9945
18716,19285,9942
18717,19283,9938
18718,19284,9936
18719,19285,9936
18720,19284,9941
18721,19292,9940
18722,19296,9938
18723,19292,9941
18724,19292,9939
18725,19288,9939
18726,19285,9935
18727,19281,9941
18728,19286,9939
18729,19289,9936
18730,19284,9933
18731,19291,9932
18732,19292,9930
18733,19286,9926
18734,19288,9929
18735,19287,9934
18736,19291,9931
18737,19291,9934
18738,19297,9934
18739,19291,9936
18740,19287,9939
18741,19287,9945
18742,19287,9943
18743,19290,9940
18744,19289,9944
18745,19286,9945
18746,19293,9950
18747,19294,9955
18748,19295,9955
18749,19297,9955
18750,19303,9951
18751,19298,9956
18752,19298,9959
18753,19300,9960
18754,19305,9965
18755,19308,9970
18756,19310,9966
18757,19314,9963
18758,19310,9962
18759,19313,9959
18760,19312,9962
18761,19319,9962
18762,19323,9962
18763,19326,9967
18764,19332,9967
18765,19326,9972
18766,19325,9974
18767,19330,9974
18768,19330,9970
18769,19330,9975
18770,19334,9973
18771,19337,9978
18772,19340,9984
18773,19336,9988
18774,19341,9985
18775,19341,9985
18776,19344,9983
18777,19352,9979
18778,19353,9983
18779,19349,9983
18780,19346,9983
18781,19349,9983
18782,19350,9981
18783,19355,9977
18784,19360,9974
18785,19365,9970
18786,19368,9967
18787,19373,9968
18788,19373,9968
18789,19377,9967
18790,19378,9968
18791,19377,9973
18792,19381,9969
18793,19389,9975
18794,19388,9977
18795,19394,9976
18796,19398,9975
18797,19406,9974
18798,19403,9980
18799,19408,9977
18800,19407,9976
18801,19404,9978
18802,19409,9982
18803,19404,9985
18804,19411,9981
18805,19413,9980
18806,19416,9981
